"CÓDIGO";"PRODUCTO";"CATEGORÍA";"Unidad de medida";"Cantidad x pres.";"Peso X presentación";"MINORISTA                   Precio x presentación";"MINORISTA         Precio Unitario";"MAYORISTA                   Precio x presentación";"MAYORISTA         Precio Unitario3";"DISTRIBUIDOR                   Precio x presentación";"DISTRIBUIDOR         Precio Unitario3";;
"CA1071001";"Merenguitos con chocolate ""ARGENFRUT"" x 700 gr. U.";"C H O C O L A T E S";"KG";1;0,70;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"CA1071009";"Merenguitos con chocolate ""ARGENFRUT"" x 700 gr. CAJA";"C H O C O L A T E S";"CAJA";9;6,30;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"CWGM5";"Garrapiñada de mani sin marca x 5kg";"C H O C O L A T E S";"BOLSA";5;5,00;" $18.000,00 ";" $3.600,00 ";" $15.000,00 ";" $3.000,00 ";" $12.000,00 ";" $2.400,00 ";;
"CA1115001";"Garrapiñada de mani x 1 kg ""ARGENFRUT""";"C H O C O L A T E S";"KG";1;1,00;" $7.328,41 ";" $7.328,41 ";" $6.107,01 ";" $6.107,01 ";" $4.885,61 ";" $4.885,61 ";;
"CAA1115005";"Garrapiñada de mani x 1 kg ""ARGENFRUT""CAJA X 5U";"C H O C O L A T E S";"CAJA";5;5,00;" $35.076,17 ";" $7.015,23 ";" $29.230,14 ";" $5.846,03 ";" $23.384,11 ";" $4.676,82 ";;
"CA1006001";"Garrapiñada de almendra x 1 kg ""ARGENFRUT""";"C H O C O L A T E S";"KG";1;1,00;" $14.409,24 ";" $14.409,24 ";" $12.007,70 ";" $12.007,70 ";" $9.606,16 ";" $9.606,16 ";;
"CA1006005";"Garrapiñada de almendra x 1 kg ""ARGENFRUT"" CAJA x 5";"C H O C O L A T E S";"CAJA";5;5,00;" $68.967,31 ";" $13.793,46 ";" $57.472,76 ";" $11.494,55 ";" $45.978,21 ";" $9.195,64 ";;
"CA99551";"Chocolate AGUILA al 60% x 1 Kg.";"C H O C O L A T E S";"KG";1;1,00;" $18.300,50 ";" $18.300,50 ";" $15.250,42 ";" $15.250,42 ";" $12.200,33 ";" $12.200,33 ";;
"CA99555";"Chocolate AGUILA  al 60% x Caja de 5 Kg.";"C H O C O L A T E S";"CAJA";5;5,00;" $87.592,13 ";" $17.518,43 ";" $72.993,44 ";" $14.598,69 ";" $58.394,75 ";" $11.678,95 ";;
"CA99851";"Chocolate AGUILA x 1 Kg.";"C H O C O L A T E S";"KG";1;1,00;" $14.731,11 ";" $14.731,11 ";" $12.275,92 ";" $12.275,92 ";" $9.820,74 ";" $9.820,74 ";;
"CA99855";"Chocolate AGUILA x Caja de 5 Kg.";"C H O C O L A T E S";"CAJA";5;5,00;" $70.507,87 ";" $14.101,57 ";" $58.756,56 ";" $11.751,31 ";" $47.005,25 ";" $9.401,05 ";;
"CA99791";"Chocolate Aguila Blanco x 1 Kg.";"C H O C O L A T E S";"KG";1;1,00;" $16.061,70 ";" $16.061,70 ";" $13.384,75 ";" $13.384,75 ";" $10.707,80 ";" $10.707,80 ";;
"CA99795";"Chocolate Aguila Blanco x Caja de 5 Kg.";"C H O C O L A T E S";"CAJA";5;5,00;" $76.876,53 ";" $15.375,31 ";" $64.063,78 ";" $12.812,76 ";" $51.251,02 ";" $10.250,20 ";;
"CA96411";"Chips chocolate  x 1 kg";"C H O C O L A T E S";"KG";1;1,00;" $8.982,21 ";" $8.982,21 ";" $7.485,18 ";" $7.485,18 ";" $5.988,14 ";" $5.988,14 ";;
"CA964110";"Chips chocolate  - Caja x 10 kg";"C H O C O L A T E S";"CAJA";10;10,00;" $85.983,58 ";" $8.598,36 ";" $71.652,98 ";" $7.165,30 ";" $57.322,39 ";" $5.732,24 ";;
"CA93231";"Chips chocolate Blanco x 1 Kg.";"C H O C O L A T E S";"KG";1;1,00;" $9.100,20 ";" $9.100,20 ";" $7.583,50 ";" $7.583,50 ";" $6.066,80 ";" $6.066,80 ";;
"CA93235";"Chips chocolate Blanco x 5 Kg.";"C H O C O L A T E S";"CAJA";5;5,00;" $43.556,50 ";" $8.711,30 ";" $36.297,08 ";" $7.259,42 ";" $29.037,67 ";" $5.807,53 ";;
"CCABC1";"Cacao amargo ""BARRY CALLEBAUT"" x 1 Kg.";"C H O C O L A T E S";"KG";1;1,00;" $24.347,59 ";" $24.347,59 ";" $20.289,66 ";" $20.289,66 ";" $16.231,73 ";" $16.231,73 ";;
"CCABC25";"Cacao amargo ""BARRY CALLEBAUT"" x 25 Kg.";"C H O C O L A T E S";"BOLSÓN";25;25,00;" $561.867,52 ";" $22.474,70 ";" $468.222,93 ";" $18.728,92 ";" $374.578,34 ";" $14.983,13 ";;
"DBHN";"Bocaditos de higo y nuez - Caja x 40 U.";"D U L C E S";"CAJA";40;1,00;" $10.962,00 ";" $10.962,00 ";" $9.135,00 ";" $9.135,00 ";" $7.308,00 ";" $7.308,00 ";;
"DNTG";"Naranja en tiras glaseada Caja x 2 Kg.";"D U L C E S";"CAJA";2;2,00;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"DBNR";"Bombón de Nuez relleno - BOLSA x 30 U.";"D U L C E S";"CAJA";30;1,00;" $7.650,00 ";" $255,00 ";" $6.375,00 ";" $212,50 ";" $5.100,00 ";" $170,00 ";;
"MMAR1";"Mermelada Arándano x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMAR15";"Mermelada Arándano x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCAL1";"Mermelada Calafate x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCAL15";"Mermelada Calafate x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCAS1";"Mermelada Cassis Orgánico x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCAS15";"Mermelada Cassis Orgánico x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCER1";"Mermelada Cereza Negra x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMCER15";"Mermelada Cereza Negra x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFRA1";"Mermelada Frambuesa Orgánica x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFRA15";"Mermelada Frambuesa Orgánica x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFRU1";"Mermelada Frutilla Orgánica x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFRU15";"Mermelada Frutilla Orgánica x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFDB1";"Mermelada Frutos del Bosque Orgánica x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMFDB15";"Mermelada Frutos del Bosque Orgánica x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMRM1";"Mermelada Mosqueta Orgánica x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMRM15";"Mermelada Mosqueta Orgánica x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMSA1";"Mermelada Sauco x 212 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"MMSA15";"Mermelada Sauco x 212 Grs. CAJA x 15u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";15;3,18;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;0
"MLADAR1";"Mermelada LIGHT APTO DIABÉTICO Arándano x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $5.081,30 ";" $5.081,30 ";" $4.234,42 ";" $4.234,42 ";" $3.387,53 ";" $3.387,53 ";;
"MLADAR12";"Mermelada LIGHT APTO DIABÉTICO Arándano x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $57.875,13 ";" $4.822,93 ";" $48.229,27 ";" $4.019,11 ";" $38.583,42 ";" $3.215,28 ";;
"MLADFRA1";"Mermelada LIGHT APTO DIABÉTICO Frambuesa x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $7.129,07 ";" $7.129,07 ";" $5.940,89 ";" $5.940,89 ";" $4.752,72 ";" $4.752,72 ";;
"MLADFRA12";"Mermelada LIGHT APTO DIABÉTICO Frambuesa x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $81.198,94 ";" $6.766,58 ";" $67.665,78 ";" $5.638,82 ";" $54.132,62 ";" $4.511,05 ";;
"MLADFRU1";"Mermelada LIGHT APTO DIABÉTICO Frutilla x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $5.081,30 ";" $5.081,30 ";" $4.234,42 ";" $4.234,42 ";" $3.387,53 ";" $3.387,53 ";;
"MLADFRU12";"Mermelada LIGHT APTO DIABÉTICO Frutilla x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $57.875,13 ";" $4.822,93 ";" $48.229,27 ";" $4.019,11 ";" $38.583,42 ";" $3.215,28 ";;
"MLADFDB1";"Mermelada LIGHT APTO DIABÉTICO Frutos del bosque x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $6.573,12 ";" $6.573,12 ";" $5.477,60 ";" $5.477,60 ";" $4.382,08 ";" $4.382,08 ";;
"MLADFDB12";"Mermelada LIGHT APTO DIABÉTICO Frutos del bosque x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $74.866,76 ";" $6.238,90 ";" $62.388,96 ";" $5.199,08 ";" $49.911,17 ";" $4.159,26 ";;
"MLADRM1";"Mermelada LIGHT APTO DIABÉTICO Mosqueta x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $5.081,30 ";" $5.081,30 ";" $4.234,42 ";" $4.234,42 ";" $3.387,53 ";" $3.387,53 ";;
"MLADRM12";"Mermelada LIGHT APTO DIABÉTICO Mosqueta x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $57.875,13 ";" $4.822,93 ";" $48.229,27 ";" $4.019,11 ";" $38.583,42 ";" $3.215,28 ";;
"MLADZAR1";"Mermelada LIGHT APTO DIABÉTICO Zarzamora x 260 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,26;" $7.129,07 ";" $7.129,07 ";" $5.940,89 ";" $5.940,89 ";" $4.752,72 ";" $4.752,72 ";;
"MLADZAR2";"Mermelada LIGHT APTO DIABÉTICO Zarzamora x 260 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;3,12;" $81.198,94 ";" $6.766,58 ";" $67.665,78 ";" $5.638,82 ";" $54.132,62 ";" $4.511,05 ";;
"M35AR1";"Mermelada Arándano x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $4.261,31 ";" $4.261,31 ";" $3.551,09 ";" $3.551,09 ";" $2.840,87 ";" $2.840,87 ";;
"M35AR12";"Mermelada Arándano x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $48.535,58 ";" $4.044,63 ";" $40.446,32 ";" $3.370,53 ";" $32.357,05 ";" $2.696,42 ";;
"M35CAL1";"Mermelada Calafate x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"M35CAL12";"Mermelada Calafate x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"M35CAS1";"Mermelada Cassis Orgánico x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $5.392,28 ";" $5.392,28 ";" $4.493,57 ";" $4.493,57 ";" $3.594,85 ";" $3.594,85 ";;
"M35CAS12";"Mermelada Cassis Orgánico x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $61.417,14 ";" $5.118,09 ";" $51.180,95 ";" $4.265,08 ";" $40.944,76 ";" $3.412,06 ";;
"M35CER1";"Mermelada Cereza Negra x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $4.261,31 ";" $4.261,31 ";" $3.551,09 ";" $3.551,09 ";" $2.840,87 ";" $2.840,87 ";;
"M35CER12";"Mermelada Cereza Negra x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $48.535,58 ";" $4.044,63 ";" $40.446,32 ";" $3.370,53 ";" $32.357,05 ";" $2.696,42 ";;
"M35FRA1";"Mermelada Frambuesa Orgánica x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $6.480,71 ";" $6.480,71 ";" $5.400,59 ";" $5.400,59 ";" $4.320,47 ";" $4.320,47 ";;
"M35FRA12";"Mermelada Frambuesa Orgánica x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $73.814,18 ";" $6.151,18 ";" $61.511,81 ";" $5.125,98 ";" $49.209,45 ";" $4.100,79 ";;
"M35FRU1";"Mermelada Frutilla Orgánica x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"M35FRU12";"Mermelada Frutilla Orgánica x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"M35FDB1";"Mermelada Frutos del bosque Orgánica x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $5.392,28 ";" $5.392,28 ";" $4.493,57 ";" $4.493,57 ";" $3.594,85 ";" $3.594,85 ";;
"M35FDB12";"Mermelada Frutos del bosque Orgánica x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $61.417,14 ";" $5.118,09 ";" $51.180,95 ";" $4.265,08 ";" $40.944,76 ";" $3.412,06 ";;
"M35GUI1";"Mermelada Guinda x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"M35GUI12";"Mermelada Guinda x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $-   ";" $-   ";" $-   ";" $-   ";;" $-   ";;
"M35RM1";"Mermelada Mosqueta Orgánica x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $4.261,31 ";" $4.261,31 ";" $3.551,09 ";" $3.551,09 ";" $2.840,87 ";" $2.840,87 ";;
"M35RM12";"Mermelada Mosqueta Orgánica x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $48.535,58 ";" $4.044,63 ";" $40.446,32 ";" $3.370,53 ";" $32.357,05 ";" $2.696,42 ";;
"M35SAU1";"Mermelada Sauco x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $5.392,28 ";" $5.392,28 ";" $4.493,57 ";" $4.493,57 ";" $3.594,85 ";" $3.594,85 ";;
"M35SAU12";"Mermelada Sauco x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $61.417,14 ";" $5.118,09 ";" $51.180,95 ";" $4.265,08 ";" $40.944,76 ";" $3.412,06 ";;
"M35ZAR1";"Mermelada Zarzamora Orgánica x 350 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,35;" $6.480,71 ";" $6.480,71 ";" $5.400,59 ";" $5.400,59 ";" $4.320,47 ";" $4.320,47 ";;
"M35ZAR12";"Mermelada Zarzamora Orgánica x 350 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,20;" $73.814,18 ";" $6.151,18 ";" $61.511,81 ";" $5.125,98 ";" $49.209,45 ";" $4.100,79 ";;
"MARN1";"Arandanos al natural x 380 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,38;" $6.365,12 ";" $6.365,12 ";" $5.304,27 ";" $5.304,27 ";" $4.243,41 ";" $4.243,41 ";;
"MARN12";"Arandanos al natural x 380 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,56;" $72.497,62 ";" $6.041,47 ";" $60.414,68 ";" $5.034,56 ";" $48.331,75 ";" $4.027,65 ";;
"MCNN1";"Cerezas negras al natural x 380 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,38;" $6.365,12 ";" $6.365,12 ";" $5.304,27 ";" $5.304,27 ";" $4.243,41 ";" $4.243,41 ";;
"MCNN12";"Cerezas negras al natural x 380 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,56;" $72.497,62 ";" $6.041,47 ";" $60.414,68 ";" $5.034,56 ";" $48.331,75 ";" $4.027,65 ";;
"MFDBN1";"Frutos del bosque al natural x 380 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,38;" $7.715,44 ";" $7.715,44 ";" $6.429,53 ";" $6.429,53 ";" $5.143,62 ";" $5.143,62 ";;
"MFDBN12";"Frutos del bosque al natural x 380 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,56;" $87.877,52 ";" $7.323,13 ";" $73.231,27 ";" $6.102,61 ";" $58.585,01 ";" $4.882,08 ";;
"MFRAN1";"Frambuesas al natural x 380 Grs.";"M E R M E L A D A S   M A S S E U B E";"UNIDAD";1;0,38;" $9.804,28 ";" $9.804,28 ";" $8.170,24 ";" $8.170,24 ";" $6.536,19 ";" $6.536,19 ";;
"MFRAN12";"Frambuesas al natural x 380 Grs. CAJA x 12 u.";"M E R M E L A D A S   M A S S E U B E";"CAJA";12;4,56;" $111.669,14 ";" $9.305,76 ";" $93.057,62 ";" $7.754,80 ";" $74.446,10 ";" $6.203,84 ";;
"SMPS1";"Sahumerio Palo Santo";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS2";"Sahumerio palo santo c/Incienso";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS3";"Sahumerio palo santo c/Copal";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS4";"Sahumerio palo santo c/Mirra";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS5";"Sahumerio palo santo C/Sandalo";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS6";"Sahumerio palo santo c/Champa";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS7";"Sahumerio palo santo c/Romero";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS8";"Sahumerio palo santo c/Jazmin";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS9";"Sahumerio palo santo c/Vainilla";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS10";"Sahumerio palo santo c/Yagra";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS11";"Sahumerio palo santo c/Rosa";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS12";"Sahumerio palo santo c/Lavanda";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS13";"Sahumerio palo santo c/ruda";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS14";"Sahumerio palo santo c/pachuli";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS15";"Sahumerio palo santo c/violetas";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMPS16";"Sahumerio palo santo c/fresias";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.304,98 ";" $163,12 ";" $1.087,48 ";" $135,94 ";" $869,99 ";" $108,75 ";;
"SMN1";"Sahumerio natural c/Incienso";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN2";"Sahumerio natural c/Mirra";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN3";"Sahumerio natural c/Copal";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN4";"Sahumerio natural c/Yagra";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN5";"Sahumerio natural c/Ruda, Romero e Incienso";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN6";"Sahumerio natural c/ Citronella, Naranja y Palo santo";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMN7";"Sahumerio natural c/Sandalo y Olíbano";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $1.547,93 ";" $193,49 ";" $1.289,94 ";" $161,24 ";" $1.031,95 ";" $128,99 ";;
"SMH1";"Sahumerio hierbas Lavanda y Olíbano";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH2";"Sahumerio hierbas Incienso blanco";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH3";"Sahumerio hierbas Salvia blanca";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH4";"Sahumerio hierbas Rosas y Olíbano";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH5";"Sahumerio hierbas Canela, Anis y Olíbano";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH6";"Sahumerio hierbas Calendula, Manzanilla e Incienso";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMH7";"Sahumerio hierbas Eucalipto, Laurel y Cedro";"S A G R A D A   M A D R E ";"UNIDAD";9;0,09;" $1.847,38 ";" $205,26 ";" $1.539,48 ";" $171,05 ";" $1.231,59 ";" $136,84 ";;
"SMT1";"Sahumerio triple 7 Chakras";"S A G R A D A   M A D R E ";"UNIDAD";7;0,07;" $1.794,34 ";" $256,33 ";" $1.495,28 ";" $213,61 ";" $1.196,23 ";" $170,89 ";;
"SMT2";"Sahumerio triple combinado";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $2.595,43 ";" $324,43 ";" $2.162,86 ";" $270,36 ";" $1.730,28 ";" $216,29 ";;
"SMBAX41";"Bomba activada 7 Poderes";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX42";"Bomba activada Atrae dinero";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
